aspect,worker,time,rating
how satisfied you are with your life,AW45391334552,1495624057051,100
the extent to which you feel the things you do in your life are worthwhile,AW45391334552,1495624057134,100
the quality of your sleep,AW45391334552,1495624057205,100
you being a good moral person and living according to your personal values,AW45391334552,1495624057321,100
you being able to spend enough time with the ones you love,AW45391334552,1495624057425,100
you being able to support your family financially,AW45391334552,1495624057490,100
you feeling that your work has value,AW45391334552,1495624057578,100
you not feeling anxious,AW45391334552,1495624057662,100
your emotional stability,AW45391334552,1495624057776,100
your health,AW45391334552,1495624057857,100
your knowledge skills and access to information,AW45391334552,1495624057919,100
your mental health,AW45391334552,1495624057982,100
your physical fitness,AW45391334552,1495624058072,100
your physical safety and security,AW45391334552,1495624058168,100
your sense of connection with other people,AW45391334552,1495624058243,100
how happy you feel,AW37040478490,1495615143936,98
how much you like your home house or apartment,AW37040478490,1495615144002,100
how satisfied you are with your life,AW37040478490,1495615144098,94
the extent to which you feel the things you do in your life are worthwhile,AW37040478490,1495615144209,97
the quality of your sleep,AW37040478490,1495615144292,91
you being a good moral person and living according to your personal values,AW37040478490,1495615144389,98
you being able to spend enough time with the ones you love,AW37040478490,1495615144449,92
you being able to support your family financially,AW37040478490,1495615144549,88
you feeling that your work has value,AW37040478490,1495615144621,93
you not feeling anxious,AW37040478490,1495615144734,82
your emotional stability,AW37040478490,1495615144829,96
your health,AW37040478490,1495615144949,97
your knowledge skills and access to information,AW37040478490,1495615145022,94
your mental health,AW37040478490,1495615145140,100
your physical fitness,AW37040478490,1495615145255,82
your physical safety and security,AW37040478490,1495615145333,94
your sense of connection with other people,AW37040478490,1495615145418,90
how happy you feel,AW38466020105,1482458923008,23
how much you like your home house or apartment,AW38466020105,1482458923112,23
how satisfied you are with your life,AW38466020105,1482458923188,20
the extent to which you feel the things you do in your life are worthwhile,AW38466020105,1482458923262,25
the quality of your sleep,AW38466020105,1482458923345,23
you being a good moral person and living according to your personal values,AW38466020105,1482458923412,42
you being able to spend enough time with the ones you love,AW38466020105,1482458923519,25
you being able to support your family financially,AW38466020105,1482458923594,16
you feeling that your work has value,AW38466020105,1482458923662,23
you not feeling anxious,AW38466020105,1482458923765,1
your emotional stability,AW38466020105,1482458923883,20
your health,AW38466020105,1482458924003,32
your knowledge skills and access to information,AW38466020105,1482458924109,44
your mental health,AW38466020105,1482458924226,29
your physical fitness,AW38466020105,1482458924331,20
your physical safety and security,AW38466020105,1482458924425,41
your sense of connection with other people,AW38466020105,1482458924520,12
how happy you feel,AW43821167114,1501584556032,48
how much you like your home house or apartment,AW43821167114,1501584556147,46
how satisfied you are with your life,AW43821167114,1501584556265,45
the extent to which you feel the things you do in your life are worthwhile,AW43821167114,1501584556334,50
the quality of your sleep,AW43821167114,1501584556436,51
you being a good moral person and living according to your personal values,AW43821167114,1501584556537,64
you being able to spend enough time with the ones you love,AW43821167114,1501584556634,54
you being able to support your family financially,AW43821167114,1501584556745,47
you feeling that your work has value,AW43821167114,1501584556820,48
you not feeling anxious,AW43821167114,1501584556940,35
your emotional stability,AW43821167114,1501584557018,48
your health,AW43821167114,1501584557106,57
your knowledge skills and access to information,AW43821167114,1501584557192,64
your mental health,AW43821167114,1501584557301,56
your physical fitness,AW43821167114,1501584557386,42
your physical safety and security,AW43821167114,1501584557498,58
your sense of connection with other people,AW43821167114,1501584557596,44
how happy you feel,AW37049265125,1481858482176,64
how much you like your home house or apartment,AW37049265125,1481858482274,68
how satisfied you are with your life,AW37049265125,1481858482339,70
the extent to which you feel the things you do in your life are worthwhile,AW37049265125,1481858482426,65
the quality of your sleep,AW37049265125,1481858482519,54
you being a good moral person and living according to your personal values,AW37049265125,1481858482597,63
you being able to spend enough time with the ones you love,AW37049265125,1481858482710,55
you being able to support your family financially,AW37049265125,1481858482791,67
you feeling that your work has value,AW37049265125,1481858482886,67
you not feeling anxious,AW37049265125,1481858482950,46
your emotional stability,AW37049265125,1481858483065,63
your health,AW37049265125,1481858483164,69
your knowledge skills and access to information,AW37049265125,1481858483241,66
your mental health,AW37049265125,1481858483335,56
your physical fitness,AW37049265125,1481858483436,62
your physical safety and security,AW37049265125,1481858483550,66
your sense of connection with other people,AW37049265125,1481858483619,59
how happy you feel,AW61247801340,1483202363392,38
how much you like your home house or apartment,AW61247801340,1483202363504,35
how satisfied you are with your life,AW61247801340,1483202363599,44
the extent to which you feel the things you do in your life are worthwhile,AW61247801340,1483202363704,42
the quality of your sleep,AW61247801340,1483202363818,42
you being a good moral person and living according to your personal values,AW61247801340,1483202363893,54
you being able to spend enough time with the ones you love,AW61247801340,1483202363983,40
you being able to support your family financially,AW61247801340,1483202364074,35
you feeling that your work has value,AW61247801340,1483202364190,37
you not feeling anxious,AW61247801340,1483202364252,25
your emotional stability,AW61247801340,1483202364326,46
your health,AW61247801340,1483202364434,46
your knowledge skills and access to information,AW61247801340,1483202364494,55
